Animal type;Country;Weight kg;Body Length cm;Gender;Animal code;Latitude;Longitude;Animal name;Observation date;Data compiled by
lynx;Slovakia;18;85;male;;48.411729;18.835591;;03.07.2024;James Johnson
red squirel;Slovakia;0.297;20;not determined;;49.054132;22.411066;;03.07.2024;James Johnson
red squirrel;Slovakia;0.273;23;female;;49.055962;22.425527;;03.07.2024;James Johnson
red squirrel;Slovakia;0.254;19;male;;49.055646;22.412458;;03.07.2024;James Johnson
red squirrel;Slovakia;0.305;20;female;;49.052910;22.420861;;03.07.2024;James Johnson
red squirrel;Slovakia;0.327;19;female;;49.055547;22.411172;;03.07.2024;James Johnson
red squirrell;Slovakia;0.305;20;male;;49.054647;22.410445;;03.07.2024;James Johnson
;;;;;;;;;03.07.2024;James Johnson
hedgehog;Slovakia;1;17;male;;48.226063;17.078596;;05.07.2024;James Johnson
hedgehog;Slovakia;0.6;16;female;;48.238067;17.090891;;05.07.2024;James Johnson
hedgehog;Slovakia;1.1;20;female;;48.239540;17.066719;;05.07.2024;James Johnson
red squirrel;Slovakia;0.327;23;male;;49.057284;22.423861;;03.08.2024;James Johnson
red squirrel;Slovakia;0.319;22;female;;49.054751;22.419160;;03.08.2024;James Johnson
red squirrel;Slovakia;0.303;20;male;;49.055930;22.424085;;03.08.2024;James Johnson
;;;;;;;;;03.08.2024;James Johnson
lynx?;Slovakia;12;61;male;;48.413928;18.835281;;03.09.2024;James Johnson
red squirrel;Slovakia;0.309;20;female;;49.057758;22.415169;;03.09.2024;James Johnson
red squirrel;Slovakia;0.332;19;male;;48.185695;17.090742;;03.09.2024;James Johnson
red squirrel;Slovakia;0.331;18;female;;48.186040;17.091147;;03.11.2024;James Johnson
;;;;;;;;;03.13.2024;James Johnson
;;;;;;;;;03.14.2024;James Johnson
;;;;;;;;;03.22.2024;James Johnson
;;;;;;;;;03.22.2024;James Johnson
hedgehog;Hungary;;;male;;47.509755;18.949465;;1 May 2024;Anne Anthony
hedgehog;Hungary;0.9;16;female;;47.507053;18.943306;;1 May 2024;Anne Anthony
red squirrel;Poland;0.281;21;male;;52.211985;21.032869;;1 May 2024;Anne Anthony
hedgehog;Slovakia;0.6;19;female;;48.184621;17.089464;;1 May 2024;John Johnson
lynx;Slovakia;27;96;male;;48.406669;18.871602;;1 May 2024;John Johnson
red squirrel;Poland;0.281;21;male;;52.211985;21.032869;;1 May 2024;Anne Anthony
lynx;Poland;13;63;female;;52.846379;23.904990;;2 may 2024;Anne Anthony
lynx?;Poland;20;87;female;;52.852069;23.900870;;2 may 2024;Anne Anthony
red squirrel;Poland;0.282;22;female;;52.212911;21.034175;;2 may 2024;Anne Anthony
red squirrel;Germany;0.305;21;female;;48.162609;11.494157;;2 may 2024;Bob Bobson
European bison;Czech Republic;727;210;male;;50.643056;14.843037;;2 may 2024;John Johnson
lynx;Slovakia;25;107;female;;48.408475;18.872535;;2 may 2024;John Johnson
red squirrel;Poland;0.282;22;female;;52.212911;21.034175;;2 may 2024;Anne Anthony
hedgehog;Hungary;1.2;26;male;;47.509103;18.948171;;3 May 2024;Anne Anthony
hedgehog;Slovakia;1.1;22;male;;48.183927;17.090716;;3 May 2024;John Johnson
red squirrel;Poland;0.317;19;female;;52.212310;21.033586;Zuzia;4 May 2024;Anne Anthony
red squirrel;Poland;0.317;19;female;;52.212310;21.033586;Zuzia;4 May 2024;Anne Anthony
hedgehog;Hungary;0.7;26;male;;47.510697;18.948588;;5 May 2024;Anne Anthony
hedgehog;Hungary;1.1;21;female;;47.505903;18.948538;;5 May 2024;Anne Anthony
lynx;Poland;24;89;female;;52.847483;23.906057;;5 May 2024;Anne Anthony
hedgehog;Germany;0.6;23;female;;49.561220;11.082195;;5 May 2024;Bob Bobson
hedgehog;Germany;0.7;21;female;;49.559523;11.103684;;5 May 2024;Bob Bobson
hedgehog;Germany;0.6;23;male;;49.547725;11.082734;;5 May 2024;Bob Bobson
hedgehog;Slovakia;1;21;male;;48.185893;17.08942;;5 May 2024;John Johnson
hedgehog;Slovakia;0.4;16;male;;48.187845;17.086572;;5 May 2024;John Johnson
hedgehog;Slovakia;0.7;19;female;;48.184278;17.086878;;5 May 2024;John Johnson
red squirrel;Poland;0.301;22;male;;52.212760;21.034189;;6 May 2024;Anne Anthony
red squirrel;Poland;0.343;22;male;;52.212497;21.033515;;6 May 2024;Anne Anthony
red squirrel;Poland;0.307;20;female;;52.212144;21.033534;;6 May 2024;Anne Anthony
hedgehog;Slovakia;0.8;21;male;;48.187468;17.088827;;6 May 2024;John Johnson
red squirrel;Poland;0.301;22;male;;52.212760;21.034189;;6 May 2024;Anne Anthony
red squirrel;Poland;0.343;22;male;;52.212497;21.033515;;6 May 2024;Anne Anthony
red squirrel;Poland;0.307;20;female;;52.212144;21.033534;;6 May 2024;Anne Anthony
hedgehog;Hungary;0.9;23;male;;47.510055;18.944356;;7 May 2024;Anne Anthony
red squirrel;Poland;0.346;20;female;;52.212001;21.033187;Lola;7 May 2024;Anne Anthony
hedgehog;Germany;1;23;female;;49.561356;11.105334;;7 May 2024;Bob Bobson
hedgehog;Germany;0.5;17;female;;49.561569;11.087046;;7 May 2024;Bob Bobson
red squirrel;Poland;0.346;20;female;;52.212001;21.033187;Lola;7 May 2024;Anne Anthony
hedgehog;Hungary;0.9;16;female;;47.509860;18.939943;;8 May 2024;Anne Anthony
